1:  1 1 1 1
3412:  2 3 2 6
3413:  3 4 3 7 <
3414:  4 5 4 8
3415:  0 6 5 9
3416:  1 0 6 10
3417:  2 1 7 11
3418:  3 2 8 12 <
3419:  4 3 9 0
3420:  0 4 10 1 <
3421:  1 5 0 2
3422:  2 6 1 3
3423:  3 0 2 4
3424:  4 1 3 5
3425:  0 2 4 6 <
3426:  1 3 5 7
3427:  2 4 6 8 <
3428:  3 5 7 9 <
3429:  4 6 8 10
3430:  0 0 9 11
3431:  1 1 10 12
3432:  2 2 0 0 <
3433:  3 3 1 1 <
3434:  4 4 2 2
3435:  0 5 3 3 <
3436:  1 6 4 4
3437:  2 0 5 5 <
3438:  3 1 6 6
3439:  4 2 7 7
3440:  0 3 8 8 <
3441:  1 4 9 9
3442:  2 5 10 10 <
3443:  3 6 0 11
3444:  4 0 1 12
3445:  0 1 2 0
3446:  1 2 3 1
3447:  2 3 4 2
3448:  3 4 5 3 <
3449:  4 5 6 4
3450:  0 6 7 5
3451:  1 0 8 6
3452:  2 1 9 7
3453:  3 2 10 8 <
3454:  4 3 0 9
3455:  0 4 1 10 <
3456:  1 5 2 11
3457:  2 6 3 12
3458:  3 0 4 0 <
3459:  4 1 5 1
3460:  0 2 6 2
3461:  1 3 7 3
3462:  2 4 8 4 <
3463:  3 5 9 5
3464:  4 6 10 6
3465:  0 0 0 7 <
3466:  1 1 1 8
3467:  2 2 2 9
3468:  3 3 3 10 <
3469:  4 4 4 11
3470:  0 5 5 12 <
3471:  1 6 6 0
3472:  2 0 7 1 <
3473:  3 1 8 2
3474:  4 2 9 3
3475:  0 3 10 4 <
3476:  1 4 0 5
3477:  2 5 1 6 <
3478:  3 6 2 7
3479:  4 0 3 8
3480:  0 1 4 9
3481:  1 2 5 10
3482:  2 3 6 11
3483:  3 4 7 12 <
3484:  4 5 8 0
3485:  0 6 9 1
3486:  1 0 10 2
3487:  2 1 0 3
3488:  3 2 1 4 <
3489:  4 3 2 5
3490:  0 4 3 6 <
3491:  1 5 4 7
3492:  2 6 5 8
3493:  3 0 6 9 <
3494:  4 1 7 10
3495:  0 2 8 11
3496:  1 3 9 12
3497:  2 4 10 0 <
3498:  3 5 0 1 <
3499:  4 6 1 2
3500:  0 0 2 3
3501:  1 1 3 4
3502:  2 2 4 5 <
3503:  3 3 5 6 <
3504:  4 4 6 7
3505:  0 5 7 8 <
3506:  1 6 8 9
3507:  2 0 9 10
3508:  3 1 10 11
3509:  4 2 0 12
3510:  0 3 1 0 <
3511:  1 4 2 1
3512:  2 5 3 2
3513:  3 6 4 3
3514:  4 0 5 4
3515:  0 1 6 5
3516:  1 2 7 6
3517:  2 3 8 7 <
3518:  3 4 9 8
3519:  4 5 10 9
3520:  0 6 0 10
3521:  1 0 1 11
3522:  2 1 2 12
3523:  3 2 3 0 <
3524:  4 3 4 1
3525:  0 4 5 2
3526:  1 5 6 3
3527:  2 6 7 4
3528:  3 0 8 5 <
3529:  4 1 9 6
3530:  0 2 10 7 <
3531:  1 3 0 8
3532:  2 4 1 9 <
3533:  3 5 2 10
3534:  4 6 3 11
3535:  0 0 4 12 <
3536:  1 1 5 0
3537:  2 2 6 1 <
3538:  3 3 7 2
3539:  4 4 8 3
3540:  0 5 9 4
3541:  1 6 10 5
3542:  2 0 0 6 <
3543:  3 1 1 7
3544:  4 2 2 8
3545:  0 3 3 9 <
3546:  1 4 4 10
3547:  2 5 5 11
3548:  3 6 6 12
3549:  4 0 7 0
3550:  0 1 8 1
3551:  1 2 9 2
3552:  2 3 10 3 <
3553:  3 4 0 4 <
3554:  4 5 1 5
3555:  0 6 2 6
3556:  1 0 3 7
3557:  2 1 4 8
3558:  3 2 5 9 <
3559:  4 3 6 10
3560:  0 4 7 11
3561:  1 5 8 12
3562:  2 6 9 0
3563:  3 0 10 1 <
3564:  4 1 0 2
3565:  0 2 1 3 <
3566:  1 3 2 4
3567:  2 4 3 5 <
3568:  3 5 4 6 <
3569:  4 6 5 7
3570:  0 0 6 8 <
3571:  1 1 7 9
3572:  2 2 8 10 <
3573:  3 3 9 11
3574:  4 4 10 12
3575:  0 5 0 0 <
3576:  1 6 1 1
3577:  2 0 2 2
3578:  3 1 3 3
3579:  4 2 4 4
3580:  0 3 5 5 <
3581:  1 4 6 6
3582:  2 5 7 7 <
3583:  3 6 8 8
3584:  4 0 9 9
3585:  0 1 10 10
3586:  1 2 0 11
3587:  2 3 1 12 <
3588:  3 4 2 0
3589:  4 5 3 1
3590:  0 6 4 2
3591:  1 0 5 3
3592:  2 1 6 4
3593:  3 2 7 5 <
3594:  4 3 8 6
3595:  0 4 9 7
3596:  1 5 10 8
3597:  2 6 0 9
3598:  3 0 1 10 <
3599:  4 1 2 11
3600:  0 2 3 12 <
3601:  1 3 4 0
3602:  2 4 5 1 <
3603:  3 5 6 2
3604:  4 6 7 3
3605:  0 0 8 4 <
3606:  1 1 9 5
3607:  2 2 10 6 <
3608:  3 3 0 7 <
3609:  4 4 1 8
3610:  0 5 2 9
3611:  1 6 3 10
3612:  2 0 4 11
3613:  3 1 5 12
3614:  4 2 6 0
3615:  0 3 7 1 <
3616:  1 4 8 2
3617:  2 5 9 3
3618:  3 6 10 4
3619:  4 0 0 5
3620:  0 1 1 6
3621:  1 2 2 7
3622:  2 3 3 8 <
3623:  3 4 4 9 <
3624:  4 5 5 10
3625:  0 6 6 11
3626:  1 0 7 12
3627:  2 1 8 0
3628:  3 2 9 1
3629:  4 3 10 2
3630:  0 4 0 3 <
3631:  1 5 1 4
3632:  2 6 2 5
3633:  3 0 3 6 <
3634:  4 1 4 7
3635:  0 2 5 8 <
3636:  1 3 6 9
3637:  2 4 7 10 <
3638:  3 5 8 11
3639:  4 6 9 12
3640:  0 0 10 0 <
3641:  1 1 0 1
3642:  2 2 1 2
3643:  3 3 2 3
3644:  4 4 3 4
3645:  0 5 4 5 <
3646:  1 6 5 6
3647:  2 0 6 7 <
3648:  3 1 7 8
3649:  4 2 8 9
3650:  0 3 9 10
3651:  1 4 10 11
3652:  2 5 0 12 <
3653:  3 6 1 0
3654:  4 0 2 1
3655:  0 1 3 2
3656:  1 2 4 3
3657:  2 3 5 4 <
3658:  3 4 6 5 <
3659:  4 5 7 6
3660:  0 6 8 7
3661:  1 0 9 8
3662:  2 1 10 9
3663:  3 2 0 10 <
3664:  4 3 1 11
3665:  0 4 2 12
3666:  1 5 3 0
3667:  2 6 4 1
3668:  3 0 5 2
3669:  4 1 6 3
3670:  0 2 7 4 <
3671:  1 3 8 5
3672:  2 4 9 6
3673:  3 5 10 7 <
3674:  4 6 0 8
3675:  0 0 1 9 <
3676:  1 1 2 10
3677:  2 2 3 11
3678:  3 3 4 12 <
3679:  4 4 5 0
3680:  0 5 6 1 <
3681:  1 6 7 2
3682:  2 0 8 3 <
3683:  3 1 9 4
3684:  4 2 10 5
3685:  0 3 0 6 <
3686:  1 4 1 7
3687:  2 5 2 8
3688:  3 6 3 9
3689:  4 0 4 10
3690:  0 1 5 11
3691:  1 2 6 12
3692:  2 3 7 0 <
3693:  3 4 8 1 <
3694:  4 5 9 2
3695:  0 6 10 3
3696:  1 0 0 4
3697:  2 1 1 5
3698:  3 2 2 6
3699:  4 3 3 7
3700:  0 4 4 8 <
3701:  1 5 5 9
3702:  2 6 6 10
3703:  3 0 7 11
3704:  4 1 8 12
3705:  0 2 9 0
3706:  1 3 10 1
3707:  2 4 0 2
3708:  3 5 1 3 <
3709:  4 6 2 4
3710:  0 0 3 5 <
3711:  1 1 4 6
3712:  2 2 5 7 <
3713:  3 3 6 8 <
3714:  4 4 7 9
3715:  0 5 8 10 <
3716:  1 6 9 11
3717:  2 0 10 12 <
3718:  3 1 0 0
3719:  4 2 1 1
3720:  0 3 2 2
3721:  1 4 3 3
3722:  2 5 4 4 <
3723:  3 6 5 5
3724:  4 0 6 6
3725:  0 1 7 7
3726:  1 2 8 8
3727:  2 3 9 9
3728:  3 4 10 10 <
3729:  4 5 0 11
3730:  0 6 1 12
3731:  1 0 2 0
3732:  2 1 3 1
3733:  3 2 4 2
3734:  4 3 5 3
3735:  0 4 6 4 <
3736:  1 5 7 5
3737:  2 6 8 6
3738:  3 0 9 7
3739:  4 1 10 8
3740:  0 2 0 9 <
3741:  1 3 1 10
3742:  2 4 2 11
3743:  3 5 3 12 <
3744:  4 6 4 0
3745:  0 0 5 1 <
3746:  1 1 6 2
3747:  2 2 7 3 <
3748:  3 3 8 4 <
3749:  4 4 9 5
3750:  0 5 10 6 <
3751:  1 6 0 7
3752:  2 0 1 8 <
3753:  3 1 2 9
3754:  4 2 3 10
3755:  0 3 4 11
3756:  1 4 5 12
3757:  2 5 6 0 <
3758:  3 6 7 1
3759:  4 0 8 2
3760:  0 1 9 3
3761:  1 2 10 4
3762:  2 3 0 5 <
3763:  3 4 1 6 <
3764:  4 5 2 7
3765:  0 6 3 8
3766:  1 0 4 9
3767:  2 1 5 10
3768:  3 2 6 11
3769:  4 3 7 12
3770:  0 4 8 0 <
3771:  1 5 9 1
3772:  2 6 10 2
3773:  3 0 0 3 <
3774:  4 1 1 4
3775:  0 2 2 5
3776:  1 3 3 6
3777:  2 4 4 7 <
3778:  3 5 5 8 <
3779:  4 6 6 9
3780:  0 0 7 10 <
3781:  1 1 8 11
3782:  2 2 9 12
3783:  3 3 10 0 <
3784:  4 4 0 1
3785:  0 5 1 2
3786:  1 6 2 3
3787:  2 0 3 4 <
3788:  3 1 4 5
3789:  4 2 5 6
3790:  0 3 6 7 <
3791:  1 4 7 8
3792:  2 5 8 9 <
3793:  3 6 9 10
3794:  4 0 10 11
3795:  0 1 0 12
3796:  1 2 1 0
3797:  2 3 2 1
3798:  3 4 3 2
3799:  4 5 4 3
3800:  0 6 5 4
3801:  1 0 6 5
3802:  2 1 7 6
3803:  3 2 8 7 <
3804:  4 3 9 8
3805:  0 4 10 9 <
3806:  1 5 0 10
3807:  2 6 1 11
3808:  3 0 2 12
3809:  4 1 3 0
3810:  0 2 4 1 <
3811:  1 3 5 2
3812:  2 4 6 3 <
3813:  3 5 7 4 <
3814:  4 6 8 5
3815:  0 0 9 6
3816:  1 1 10 7
3817:  2 2 0 8 <
3818:  3 3 1 9 <
3819:  4 4 2 10
3820:  0 5 3 11
3821:  1 6 4 12
3822:  2 0 5 0 <
3823:  3 1 6 1
3824:  4 2 7 2
3825:  0 3 8 3 <
3826:  1 4 9 4
3827:  2 5 10 5 <
3828:  3 6 0 6
3829:  4 0 1 7
3830:  0 1 2 8
3831:  1 2 3 9
3832:  2 3 4 10 <
3833:  3 4 5 11
3834:  4 5 6 12
3835:  0 6 7 0
3836:  1 0 8 1
3837:  2 1 9 2
3838:  3 2 10 3 <
3839:  4 3 0 4
3840:  0 4 1 5 <
3841:  1 5 2 6
3842:  2 6 3 7
3843:  3 0 4 8 <
3844:  4 1 5 9
3845:  0 2 6 10 <
3846:  1 3 7 11
3847:  2 4 8 12 <
3848:  3 5 9 0
3849:  4 6 10 1
3850:  0 0 0 2
3851:  1 1 1 3
3852:  2 2 2 4
3853:  3 3 3 5 <
3854:  4 4 4 6
3855:  0 5 5 7 <
3856:  1 6 6 8
3857:  2 0 7 9 <
3858:  3 1 8 10
3859:  4 2 9 11
3860:  0 3 10 12 <
3861:  1 4 0 0
3862:  2 5 1 1 <
3863:  3 6 2 2
3864:  4 0 3 3
3865:  0 1 4 4
3866:  1 2 5 5
3867:  2 3 6 6 <
3868:  3 4 7 7 <
3869:  4 5 8 8
3870:  0 6 9 9
3871:  1 0 10 10
3872:  2 1 0 11
3873:  3 2 1 12 <
3874:  4 3 2 0
3875:  0 4 3 1 <
3876:  1 5 4 2
3877:  2 6 5 3
3878:  3 0 6 4 <
3879:  4 1 7 5
3880:  0 2 8 6 <
3881:  1 3 9 7
3882:  2 4 10 8 <
3883:  3 5 0 9 <
3884:  4 6 1 10
3885:  0 0 2 11
3886:  1 1 3 12
3887:  2 2 4 0 <
3888:  3 3 5 1 <
3889:  4 4 6 2
3890:  0 5 7 3 <
3891:  1 6 8 4
3892:  2 0 9 5
3893:  3 1 10 6
3894:  4 2 0 7
3895:  0 3 1 8 <
3896:  1 4 2 9
3897:  2 5 3 10 <
3898:  3 6 4 11
3899:  4 0 5 12
3900:  0 1 6 0
3901:  1 2 7 1
3902:  2 3 8 2
3903:  3 4 9 3
3904:  4 5 10 4
3905:  0 6 0 5
3906:  1 0 1 6
3907:  2 1 2 7
3908:  3 2 3 8 <
3909:  4 3 4 9
3910:  0 4 5 10 <
3911:  1 5 6 11
3912:  2 6 7 12
3913:  3 0 8 0 <
3914:  4 1 9 1
3915:  0 2 10 2
3916:  1 3 0 3
3917:  2 4 1 4 <
3918:  3 5 2 5
3919:  4 6 3 6
3920:  0 0 4 7 <
3921:  1 1 5 8
3922:  2 2 6 9 <
3923:  3 3 7 10 <
3924:  4 4 8 11
3925:  0 5 9 12
3926:  1 6 10 0
3927:  2 0 0 1 <
3928:  3 1 1 2
3929:  4 2 2 3
3930:  0 3 3 4 <
3931:  1 4 4 5
3932:  2 5 5 6 <
3933:  3 6 6 7
3934:  4 0 7 8
3935:  0 1 8 9
3936:  1 2 9 10
3937:  2 3 10 11
3938:  3 4 0 12 <
3939:  4 5 1 0
3940:  0 6 2 1
3941:  1 0 3 2
3942:  2 1 4 3
3943:  3 2 5 4 <
3944:  4 3 6 5
3945:  0 4 7 6 <
3946:  1 5 8 7
3947:  2 6 9 8
3948:  3 0 10 9 <
3949:  4 1 0 10
3950:  0 2 1 11
3951:  1 3 2 12
3952:  2 4 3 0 <
3953:  3 5 4 1 <
3954:  4 6 5 2
3955:  0 0 6 3 <
3956:  1 1 7 4
3957:  2 2 8 5 <
3958:  3 3 9 6
3959:  4 4 10 7
3960:  0 5 0 8 <
3961:  1 6 1 9
3962:  2 0 2 10
3963:  3 1 3 11
3964:  4 2 4 12
3965:  0 3 5 0 <
3966:  1 4 6 1
3967:  2 5 7 2
3968:  3 6 8 3
3969:  4 0 9 4
3970:  0 1 10 5
3971:  1 2 0 6
3972:  2 3 1 7 <
3973:  3 4 2 8
3974:  4 5 3 9
3975:  0 6 4 10
3976:  1 0 5 11
3977:  2 1 6 12
3978:  3 2 7 0 <
3979:  4 3 8 1
3980:  0 4 9 2
3981:  1 5 10 3
3982:  2 6 0 4
3983:  3 0 1 5 <
3984:  4 1 2 6
3985:  0 2 3 7 <
3986:  1 3 4 8
3987:  2 4 5 9 <
3988:  3 5 6 10 <
3989:  4 6 7 11
3990:  0 0 8 12 <
3991:  1 1 9 0
3992:  2 2 10 1 <
3993:  3 3 0 2
3994:  4 4 1 3
3995:  0 5 2 4
3996:  1 6 3 5
3997:  2 0 4 6 <
3998:  3 1 5 7
3999:  4 2 6 8
4000:  0 3 7 9 <
4001:  1 4 8 10
4002:  2 5 9 11
4003:  3 6 10 12
4004:  4 0 0 0
4005:  0 1 1 1
4006:  1 2 2 2
4007:  2 3 3 3 <
4008:  3 4 4 4 <
4009:  4 5 5 5
4010:  0 6 6 6
4011:  1 0 7 7
4012:  2 1 8 8
4013:  3 2 9 9
4014:  4 3 10 10
4015:  0 4 0 11
4016:  1 5 1 12
4017:  2 6 2 0
4018:  3 0 3 1 <
4019:  4 1 4 2
4020:  0 2 5 3 <
4021:  1 3 6 4
4022:  2 4 7 5 <
4023:  3 5 8 6 <
4024:  4 6 9 7
4025:  0 0 10 8 <
4026:  1 1 0 9
4027:  2 2 1 10 <
4028:  3 3 2 11
4029:  4 4 3 12
4030:  0 5 4 0 <
4031:  1 6 5 1
4032:  2 0 6 2
4033:  3 1 7 3
4034:  4 2 8 4
4035:  0 3 9 5
4036:  1 4 10 6
4037:  2 5 0 7 <
4038:  3 6 1 8
4039:  4 0 2 9
4040:  0 1 3 10
4041:  1 2 4 11
4042:  2 3 5 12 <
4043:  3 4 6 0 <
4044:  4 5 7 1
4045:  0 6 8 2
4046:  1 0 9 3
4047:  2 1 10 4
4048:  3 2 0 5 <
4049:  4 3 1 6
4050:  0 4 2 7
4051:  1 5 3 8
4052:  2 6 4 9
4053:  3 0 5 10 <
4054:  4 1 6 11
4055:  0 2 7 12 <
4056:  1 3 8 0
4057:  2 4 9 1
4058:  3 5 10 2
4059:  4 6 0 3
4060:  0 0 1 4 <
4061:  1 1 2 5
4062:  2 2 3 6 <
4063:  3 3 4 7 <
4064:  4 4 5 8
4065:  0 5 6 9 <
4066:  1 6 7 10
4067:  2 0 8 11
4068:  3 1 9 12
4069:  4 2 10 0
4070:  0 3 0 1 <
4071:  1 4 1 2
4072:  2 5 2 3
4073:  3 6 3 4
4074:  4 0 4 5
4075:  0 1 5 6
4076:  1 2 6 7
4077:  2 3 7 8 <
4078:  3 4 8 9 <
4079:  4 5 9 10
4080:  0 6 10 11
4081:  1 0 0 12
4082:  2 1 1 0
4083:  3 2 2 1
4084:  4 3 3 2
4085:  0 4 4 3 <
4086:  1 5 5 4
4087:  2 6 6 5
4088:  3 0 7 6 <
4089:  4 1 8 7
4090:  0 2 9 8
4091:  1 3 10 9
4092:  2 4 0 10 <
4093:  3 5 1 11
4094:  4 6 2 12
4095:  0 0 3 0 <
4096:  1 1 4 1
4097:  2 2 5 2
4098:  3 3 6 3 <
4099:  4 4 7 4
4100:  0 5 8 5 <
4101:  1 6 9 6
4102:  2 0 10 7 <
4103:  3 1 0 8
4104:  4 2 1 9
4105:  0 3 2 10
4106:  1 4 3 11
4107:  2 5 4 12 <
4108:  3 6 5 0
4109:  4 0 6 1
4110:  0 1 7 2
4111:  1 2 8 3
4112:  2 3 9 4
4113:  3 4 10 5 <
4114:  4 5 0 6
4115:  0 6 1 7
4116:  1 0 2 8
4117:  2 1 3 9
4118:  3 2 4 10 <
4119:  4 3 5 11
4120:  0 4 6 12 <
4121:  1 5 7 0
4122:  2 6 8 1
4123:  3 0 9 2
4124:  4 1 10 3
4125:  0 2 0 4 <
4126:  1 3 1 5
4127:  2 4 2 6
4128:  3 5 3 7 <
4129:  4 6 4 8
4130:  0 0 5 9 <
4131:  1 1 6 10
4132:  2 2 7 11
4133:  3 3 8 12 <
4134:  4 4 9 0
4135:  0 5 10 1 <
4136:  1 6 0 2
4137:  2 0 1 3 <
4138:  3 1 2 4
4139:  4 2 3 5
4140:  0 3 4 6 <
4141:  1 4 5 7
4142:  2 5 6 8 <
4143:  3 6 7 9
4144:  4 0 8 10
4145:  0 1 9 11
4146:  1 2 10 12
4147:  2 3 0 0 <
4148:  3 4 1 1 <
4149:  4 5 2 2
4150:  0 6 3 3
4151:  1 0 4 4
4152:  2 1 5 5
4153:  3 2 6 6 <
4154:  4 3 7 7
4155:  0 4 8 8 <
4156:  1 5 9 9
4157:  2 6 10 10
4158:  3 0 0 11
4159:  4 1 1 12
4160:  0 2 2 0
4161:  1 3 3 1
4162:  2 4 4 2
4163:  3 5 5 3 <
4164:  4 6 6 4
4165:  0 0 7 5 <
4166:  1 1 8 6
4167:  2 2 9 7
4168:  3 3 10 8 <
4169:  4 4 0 9
4170:  0 5 1 10 <
4171:  1 6 2 11
4172:  2 0 3 12 <
4173:  3 1 4 0
4174:  4 2 5 1
4175:  0 3 6 2
4176:  1 4 7 3
4177:  2 5 8 4 <
4178:  3 6 9 5
4179:  4 0 10 6
4180:  0 1 0 7
4181:  1 2 1 8
4182:  2 3 2 9
4183:  3 4 3 10 <
4184:  4 5 4 11
4185:  0 6 5 12
4186:  1 0 6 0
4187:  2 1 7 1
4188:  3 2 8 2
4189:  4 3 9 3
4190:  0 4 10 4 <
4191:  1 5 0 5
4192:  2 6 1 6
4193:  3 0 2 7
4194:  4 1 3 8
4195:  0 2 4 9 <
4196:  1 3 5 10
4197:  2 4 6 11
4198:  3 5 7 12 <
4199:  4 6 8 0
4200:  0 0 9 1
4201:  1 1 10 2
4202:  2 2 0 3 <
4203:  3 3 1 4 <
4204:  4 4 2 5
4205:  0 5 3 6 <
4206:  1 6 4 7
4207:  2 0 5 8 <
4208:  3 1 6 9
4209:  4 2 7 10
4210:  0 3 8 11
4211:  1 4 9 12
4212:  2 5 10 0 <
4213:  3 6 0 1
4214:  4 0 1 2
4215:  0 1 2 3
4216:  1 2 3 4
4217:  2 3 4 5 <
4218:  3 4 5 6 <
4219:  4 5 6 7
4220:  0 6 7 8
4221:  1 0 8 9
4222:  2 1 9 10
4223:  3 2 10 11
4224:  4 3 0 12
4225:  0 4 1 0 <
4226:  1 5 2 1
4227:  2 6 3 2
4228:  3 0 4 3 <
4229:  4 1 5 4
4230:  0 2 6 5 <
4231:  1 3 7 6
4232:  2 4 8 7 <
4233:  3 5 9 8
4234:  4 6 10 9
4235:  0 0 0 10 <
4236:  1 1 1 11
4237:  2 2 2 12
4238:  3 3 3 0 <
4239:  4 4 4 1
4240:  0 5 5 2
4241:  1 6 6 3
4242:  2 0 7 4 <
4243:  3 1 8 5
4244:  4 2 9 6
4245:  0 3 10 7 <
4246:  1 4 0 8
4247:  2 5 1 9 <
4248:  3 6 2 10
4249:  4 0 3 11
4250:  0 1 4 12
4251:  1 2 5 0
4252:  2 3 6 1 <
4253:  3 4 7 2
4254:  4 5 8 3
4255:  0 6 9 4
4256:  1 0 10 5
4257:  2 1 0 6
4258:  3 2 1 7 <
4259:  4 3 2 8
4260:  0 4 3 9 <
4261:  1 5 4 10
4262:  2 6 5 11
4263:  3 0 6 12 <
4264:  4 1 7 0
4265:  0 2 8 1 <
4266:  1 3 9 2
4267:  2 4 10 3 <
4268:  3 5 0 4 <
4269:  4 6 1 5
4270:  0 0 2 6
4271:  1 1 3 7
4272:  2 2 4 8 <
4273:  3 3 5 9 <
4274:  4 4 6 10
4275:  0 5 7 11
4276:  1 6 8 12
4277:  2 0 9 0
4278:  3 1 10 1
4279:  4 2 0 2
4280:  0 3 1 3 <
4281:  1 4 2 4
4282:  2 5 3 5 <
4283:  3 6 4 6
4284:  4 0 5 7
4285:  0 1 6 8
4286:  1 2 7 9
4287:  2 3 8 10 <
4288:  3 4 9 11
4289:  4 5 10 12
4290:  0 6 0 0
4291:  1 0 1 1
4292:  2 1 2 2
4293:  3 2 3 3 <
4294:  4 3 4 4
4295:  0 4 5 5 <
4296:  1 5 6 6
4297:  2 6 7 7
4298:  3 0 8 8 <
4299:  4 1 9 9
4300:  0 2 10 10 <
4301:  1 3 0 11
4302:  2 4 1 12 <
4303:  3 5 2 0
4304:  4 6 3 1
4305:  0 0 4 2
4306:  1 1 5 3
4307:  2 2 6 4 <
4308:  3 3 7 5 <
4309:  4 4 8 6
4310:  0 5 9 7
4311:  1 6 10 8
4312:  2 0 0 9 <
4313:  3 1 1 10
4314:  4 2 2 11
4315:  0 3 3 12 <
4316:  1 4 4 0
4317:  2 5 5 1 <
4318:  3 6 6 2
4319:  4 0 7 3
4320:  0 1 8 4
4321:  1 2 9 5
4322:  2 3 10 6 <
4323:  3 4 0 7 <
4324:  4 5 1 8
4325:  0 6 2 9
4326:  1 0 3 10
4327:  2 1 4 11
4328:  3 2 5 12 <
4329:  4 3 6 0
4330:  0 4 7 1 <
4331:  1 5 8 2
4332:  2 6 9 3
4333:  3 0 10 4 <
4334:  4 1 0 5
4335:  0 2 1 6 <
4336:  1 3 2 7
4337:  2 4 3 8 <
4338:  3 5 4 9 <
4339:  4 6 5 10
4340:  0 0 6 11
4341:  1 1 7 12
4342:  2 2 8 0 <
4343:  3 3 9 1
4344:  4 4 10 2
4345:  0 5 0 3 <
4346:  1 6 1 4
4347:  2 0 2 5
4348:  3 1 3 6
4349:  4 2 4 7
4350:  0 3 5 8 <
4351:  1 4 6 9
4352:  2 5 7 10 <
4353:  3 6 8 11
4354:  4 0 9 12
4355:  0 1 10 0
4356:  1 2 0 1
4357:  2 3 1 2
4358:  3 4 2 3
4359:  4 5 3 4
4360:  0 6 4 5
4361:  1 0 5 6
4362:  2 1 6 7
4363:  3 2 7 8 <
4364:  4 3 8 9
4365:  0 4 9 10
4366:  1 5 10 11
4367:  2 6 0 12
4368:  3 0 1 0 <
4369:  4 1 2 1
4370:  0 2 3 2
4371:  1 3 4 3
4372:  2 4 5 4 <
4373:  3 5 6 5 <
4374:  4 6 7 6
4375:  0 0 8 7 <
4376:  1 1 9 8
4377:  2 2 10 9 <
4378:  3 3 0 10 <
4379:  4 4 1 11
4380:  0 5 2 12
4381:  1 6 3 0
4382:  2 0 4 1 <
4383:  3 1 5 2
4384:  4 2 6 3
4385:  0 3 7 4 <
4386:  1 4 8 5
4387:  2 5 9 6
4388:  3 6 10 7
4389:  4 0 0 8
4390:  0 1 1 9
4391:  1 2 2 10
4392:  2 3 3 11
4393:  3 4 4 12 <
4394:  4 5 5 0
4395:  0 6 6 1
4396:  1 0 7 2
4397:  2 1 8 3
4398:  3 2 9 4
4399:  4 3 10 5
4400:  0 4 0 6 <
4401:  1 5 1 7
4402:  2 6 2 8
4403:  3 0 3 9 <
4404:  4 1 4 10
4405:  0 2 5 11
4406:  1 3 6 12
4407:  2 4 7 0 <
4408:  3 5 8 1 <
4409:  4 6 9 2
4410:  0 0 10 3 <
4411:  1 1 0 4
4412:  2 2 1 5 <
4413:  3 3 2 6
4414:  4 4 3 7
4415:  0 5 4 8 <
4416:  1 6 5 9
4417:  2 0 6 10 <
4418:  3 1 7 11
4419:  4 2 8 12
4420:  0 3 9 0
4421:  1 4 10 1
4422:  2 5 0 2
4423:  3 6 1 3
4424:  4 0 2 4
4425:  0 1 3 5
4426:  1 2 4 6
4427:  2 3 5 7 <
4428:  3 4 6 8 <
4429:  4 5 7 9
4430:  0 6 8 10
4431:  1 0 9 11
4432:  2 1 10 12
4433:  3 2 0 0 <
4434:  4 3 1 1
4435:  0 4 2 2
4436:  1 5 3 3
4437:  2 6 4 4
4438:  3 0 5 5 <
4439:  4 1 6 6
4440:  0 2 7 7 <
4441:  1 3 8 8
4442:  2 4 9 9
4443:  3 5 10 10 <
4444:  4 6 0 11
4445:  0 0 1 12 <
4446:  1 1 2 0
4447:  2 2 3 1 <
4448:  3 3 4 2
4449:  4 4 5 3
4450:  0 5 6 4 <
4451:  1 6 7 5
4452:  2 0 8 6 <
4453:  3 1 9 7
4454:  4 2 10 8
4455:  0 3 0 9 <
4456:  1 4 1 10
4457:  2 5 2 11
4458:  3 6 3 12
4459:  4 0 4 0
4460:  0 1 5 1
4461:  1 2 6 2
4462:  2 3 7 3 <
4463:  3 4 8 4 <
4464:  4 5 9 5
4465:  0 6 10 6
4466:  1 0 0 7
4467:  2 1 1 8
4468:  3 2 2 9
4469:  4 3 3 10
4470:  0 4 4 11
4471:  1 5 5 12
4472:  2 6 6 0
4473:  3 0 7 1 <
4474:  4 1 8 2
4475:  0 2 9 3
4476:  1 3 10 4
4477:  2 4 0 5 <
4478:  3 5 1 6 <
4479:  4 6 2 7
4480:  0 0 3 8 <
4481:  1 1 4 9
4482:  2 2 5 10 <
4483:  3 3 6 11
4484:  4 4 7 12
4485:  0 5 8 0 <
4486:  1 6 9 1
4487:  2 0 10 2
4488:  3 1 0 3
4489:  4 2 1 4
4490:  0 3 2 5
4491:  1 4 3 6
4492:  2 5 4 7 <
4493:  3 6 5 8
4494:  4 0 6 9
4495:  0 1 7 10
4496:  1 2 8 11
4497:  2 3 9 12
4498:  3 4 10 0 <
4499:  4 5 0 1
4500:  0 6 1 2
4501:  1 0 2 3
4502:  2 1 3 4
4503:  3 2 4 5 <
4504:  4 3 5 6
4505:  0 4 6 7 <
4506:  1 5 7 8
4507:  2 6 8 9
4508:  3 0 9 10
4509:  4 1 10 11
4510:  0 2 0 12 <
4511:  1 3 1 0
4512:  2 4 2 1
4513:  3 5 3 2
4514:  4 6 4 3
4515:  0 0 5 4 <
4516:  1 1 6 5
4517:  2 2 7 6 <
4518:  3 3 8 7 <
4519:  4 4 9 8
4520:  0 5 10 9 <
4521:  1 6 0 10
